datetime,tariff,pod,kwh,kvarh,gkwh,gkvarh,kvah,gkvah,account_id,voltage_zone,transmission_zone,nmd,mec
2025-05-01 18:00:00,Megaflex Gen Urban,1159364720,273.25,0.0,0.0,0.0,273.25,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-01 19:00:00,Megaflex Gen Urban,1159364720,152.75,0.0,0.0,0.0,152.75,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-01 20:00:00,Megaflex Gen Urban,1159364720,153.5,0.0,0.0,0.0,153.5,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-01 21:00:00,Megaflex Gen Urban,1159364720,155.25,0.0,0.0,0.0,155.25,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-01 22:00:00,Megaflex Gen Urban,1159364720,165.5,0.0,0.0,0.0,165.5,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-01 23:00:00,Megaflex Gen Urban,1159364720,163.25,0.0,0.0,0.0,163.25,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-02 00:00:00,Megaflex Gen Urban,1159364720,167.0,0.0,0.0,0.0,167.0,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-02 01:00:00,Megaflex Gen Urban,1159364720,161.25,0.0,0.0,0.0,161.25,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-02 02:00:00,Megaflex Gen Urban,1159364720,165.25,0.0,0.0,0.0,165.25,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-02 03:00:00,Megaflex Gen Urban,1159364720,165.75,0.0,0.0,0.0,165.75,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-02 04:00:00,Megaflex Gen Urban,1159364720,166.0,0.0,0.0,0.0,166.0,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-02 05:00:00,Megaflex Gen Urban,1159364720,161.5,0.0,0.0,0.0,161.5,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-02 06:00:00,Megaflex Gen Urban,1159364720,157.75,0.0,0.0,0.0,157.75,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-02 07:00:00,Megaflex Gen Urban,1159364720,207.25,0.0,0.0,0.0,207.25,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-02 08:00:00,Megaflex Gen Urban,1159364720,221.25,0.0,82.0,185.5,221.25,202.81580313180726,9394667457,>132kV*,>900km,550,36000
2025-05-02 09:00:00,Megaflex Gen Urban,1159364720,188.5,0.0,959.5,178.5,188.5,975.9623455851153,9394667457,>132kV*,>900km,550,36000
2025-05-02 10:00:00,Megaflex Gen Urban,1159364720,132.5,0.0,2103.75,367.5,132.5,2135.6077150310166,9394667457,>132kV*,>900km,550,36000
2025-05-02 11:00:00,Megaflex Gen Urban,1159364720,11.5,0.0,13577.25,96.75,11.5,13577.59471058847,9394667457,>132kV*,>900km,550,36000
2025-05-02 12:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,20438.25,0.0,0.0,20438.25,9394667457,>132kV*,>900km,550,36000
2025-05-02 13:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,25083.75,0.0,0.0,25083.75,9394667457,>132kV*,>900km,550,36000
2025-05-02 14:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,26488.5,0.0,0.0,26488.5,9394667457,>132kV*,>900km,550,36000
2025-05-02 15:00:00,Megaflex Gen Urban,1159364720,10.25,0.0,10832.5,20.25,10.25,10832.518927400957,9394667457,>132kV*,>900km,550,36000
2025-05-02 16:00:00,Megaflex Gen Urban,1159364720,171.0,0.0,288.0,148.25,171.0,323.9167524225939,9394667457,>132kV*,>900km,550,36000
2025-05-02 17:00:00,Megaflex Gen Urban,1159364720,361.5,0.0,0.0,0.0,361.5,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-02 18:00:00,Megaflex Gen Urban,1159364720,265.75,0.0,0.0,0.0,265.75,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-02 19:00:00,Megaflex Gen Urban,1159364720,144.75,0.0,0.0,0.0,144.75,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-02 20:00:00,Megaflex Gen Urban,1159364720,141.5,0.0,0.0,0.0,141.5,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-02 21:00:00,Megaflex Gen Urban,1159364720,142.25,0.0,0.0,0.0,142.25,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-02 22:00:00,Megaflex Gen Urban,1159364720,151.25,0.0,0.0,0.0,151.25,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-02 23:00:00,Megaflex Gen Urban,1159364720,145.0,0.0,0.0,0.0,145.0,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-03 00:00:00,Megaflex Gen Urban,1159364720,150.0,0.0,0.0,0.0,150.0,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-03 01:00:00,Megaflex Gen Urban,1159364720,153.25,0.0,0.0,0.0,153.25,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-03 02:00:00,Megaflex Gen Urban,1159364720,157.0,0.0,0.0,0.0,157.0,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-03 03:00:00,Megaflex Gen Urban,1159364720,159.5,0.0,0.0,0.0,159.5,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-03 04:00:00,Megaflex Gen Urban,1159364720,162.25,0.0,0.0,0.0,162.25,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-03 05:00:00,Megaflex Gen Urban,1159364720,162.75,0.0,0.0,0.0,162.75,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-03 06:00:00,Megaflex Gen Urban,1159364720,162.25,0.0,0.0,0.0,162.25,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-03 07:00:00,Megaflex Gen Urban,1159364720,206.5,0.0,0.0,0.0,206.5,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-03 08:00:00,Megaflex Gen Urban,1159364720,14.25,0.0,11043.5,41.25,14.25,11043.577038826686,9394667457,>132kV*,>900km,550,36000
2025-05-03 09:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,25711.75,0.0,0.0,25711.75,9394667457,>132kV*,>900km,550,36000
2025-05-03 10:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,29469.0,0.0,0.0,29469.0,9394667457,>132kV*,>900km,550,36000
2025-05-03 11:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,30750.0,0.0,0.0,30750.0,9394667457,>132kV*,>900km,550,36000
2025-05-03 12:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,31131.75,0.0,0.0,31131.75,9394667457,>132kV*,>900km,550,36000
2025-05-03 13:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,30712.5,0.0,0.0,30712.5,9394667457,>132kV*,>900km,550,36000
2025-05-03 14:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,30039.25,0.0,0.0,30039.25,9394667457,>132kV*,>900km,550,36000
2025-05-03 15:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,26583.25,0.0,0.0,26583.25,9394667457,>132kV*,>900km,550,36000
2025-05-03 16:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,22389.75,0.0,0.0,22389.75,9394667457,>132kV*,>900km,550,36000
2025-05-03 17:00:00,Megaflex Gen Urban,1159364720,251.0,0.0,4344.5,6.75,251.0,4344.505243695765,9394667457,>132kV*,>900km,550,36000
2025-05-03 18:00:00,Megaflex Gen Urban,1159364720,275.25,0.0,0.0,0.0,275.25,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-03 19:00:00,Megaflex Gen Urban,1159364720,144.0,0.0,0.0,0.0,144.0,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-03 20:00:00,Megaflex Gen Urban,1159364720,142.25,0.0,0.0,0.0,142.25,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-03 21:00:00,Megaflex Gen Urban,1159364720,146.25,0.0,0.0,0.0,146.25,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-03 22:00:00,Megaflex Gen Urban,1159364720,154.5,0.0,0.0,0.0,154.5,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-03 23:00:00,Megaflex Gen Urban,1159364720,152.5,0.0,0.0,0.0,152.5,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-04 00:00:00,Megaflex Gen Urban,1159364720,150.75,0.0,0.0,0.0,150.75,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-04 01:00:00,Megaflex Gen Urban,1159364720,152.0,0.0,0.0,0.0,152.0,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-04 02:00:00,Megaflex Gen Urban,1159364720,149.0,0.0,0.0,0.0,149.0,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-04 03:00:00,Megaflex Gen Urban,1159364720,150.5,0.0,0.0,0.0,150.5,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-04 04:00:00,Megaflex Gen Urban,1159364720,153.0,0.0,0.0,0.0,153.0,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-04 05:00:00,Megaflex Gen Urban,1159364720,153.25,0.0,0.0,0.0,153.25,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-04 06:00:00,Megaflex Gen Urban,1159364720,153.75,0.0,0.0,0.0,153.75,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-04 07:00:00,Megaflex Gen Urban,1159364720,194.5,0.0,0.0,0.0,194.5,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-04 08:00:00,Megaflex Gen Urban,1159364720,13.75,0.0,11155.25,37.0,13.75,11155.311361073702,9394667457,>132kV*,>900km,550,36000
2025-05-04 09:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,27256.5,0.0,0.0,27256.5,9394667457,>132kV*,>900km,550,36000
2025-05-04 10:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,30318.5,0.0,0.0,30318.5,9394667457,>132kV*,>900km,550,36000
2025-05-04 11:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,31528.5,0.0,0.0,31528.5,9394667457,>132kV*,>900km,550,36000
2025-05-04 12:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,31620.25,0.0,0.0,31620.25,9394667457,>132kV*,>900km,550,36000
2025-05-04 13:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,31073.75,0.0,0.0,31073.75,9394667457,>132kV*,>900km,550,36000
2025-05-04 14:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,30337.25,0.0,0.0,30337.25,9394667457,>132kV*,>900km,550,36000
2025-05-04 15:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,28401.75,0.0,0.0,28401.75,9394667457,>132kV*,>900km,550,36000
2025-05-04 16:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,21773.25,0.0,0.0,21773.25,9394667457,>132kV*,>900km,550,36000
2025-05-04 17:00:00,Megaflex Gen Urban,1159364720,236.0,0.0,3729.0,16.75,236.0,3729.0376188099794,9394667457,>132kV*,>900km,550,36000
2025-05-04 18:00:00,Megaflex Gen Urban,1159364720,252.0,0.0,0.0,0.0,252.0,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-04 19:00:00,Megaflex Gen Urban,1159364720,143.25,0.0,0.0,0.0,143.25,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-04 20:00:00,Megaflex Gen Urban,1159364720,141.5,0.0,0.0,0.0,141.5,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-04 21:00:00,Megaflex Gen Urban,1159364720,144.75,0.0,0.0,0.0,144.75,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-04 22:00:00,Megaflex Gen Urban,1159364720,145.75,0.0,0.0,0.0,145.75,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-04 23:00:00,Megaflex Gen Urban,1159364720,150.25,0.0,0.0,0.0,150.25,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-05 00:00:00,Megaflex Gen Urban,1159364720,152.5,0.0,0.0,0.0,152.5,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-05 01:00:00,Megaflex Gen Urban,1159364720,153.0,0.0,0.0,0.0,153.0,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-05 02:00:00,Megaflex Gen Urban,1159364720,146.25,0.0,0.0,0.0,146.25,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-05 03:00:00,Megaflex Gen Urban,1159364720,143.75,0.0,0.0,0.0,143.75,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-05 04:00:00,Megaflex Gen Urban,1159364720,147.75,0.0,0.0,0.0,147.75,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-05 05:00:00,Megaflex Gen Urban,1159364720,138.0,0.0,0.0,0.0,138.0,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-05 06:00:00,Megaflex Gen Urban,1159364720,139.0,0.0,0.0,0.0,139.0,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-05 07:00:00,Megaflex Gen Urban,1159364720,176.5,0.0,0.0,0.0,176.5,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-05 08:00:00,Megaflex Gen Urban,1159364720,7.5,0.0,16005.75,35.0,7.5,16005.788267451871,9394667457,>132kV*,>900km,550,36000
2025-05-05 09:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,28048.25,0.0,0.0,28048.25,9394667457,>132kV*,>900km,550,36000
2025-05-05 10:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,29115.75,0.0,0.0,29115.75,9394667457,>132kV*,>900km,550,36000
2025-05-05 11:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,30846.5,0.0,0.0,30846.5,9394667457,>132kV*,>900km,550,36000
2025-05-05 12:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,31047.0,0.0,0.0,31047.0,9394667457,>132kV*,>900km,550,36000
2025-05-05 13:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,30889.25,0.0,0.0,30889.25,9394667457,>132kV*,>900km,550,36000
2025-05-05 14:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,29376.25,0.0,0.0,29376.25,9394667457,>132kV*,>900km,550,36000
2025-05-05 15:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,26725.5,0.0,0.0,26725.5,9394667457,>132kV*,>900km,550,36000
2025-05-05 16:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,20239.5,0.0,0.0,20239.5,9394667457,>132kV*,>900km,550,36000
2025-05-05 17:00:00,Megaflex Gen Urban,1159364720,242.75,0.0,3674.25,15.25,242.75,3674.2816474788647,9394667457,>132kV*,>900km,550,36000
2025-05-05 18:00:00,Megaflex Gen Urban,1159364720,244.75,0.0,0.0,0.0,244.75,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-05 19:00:00,Megaflex Gen Urban,1159364720,141.75,0.0,0.0,0.0,141.75,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-05 20:00:00,Megaflex Gen Urban,1159364720,137.75,0.0,0.0,0.0,137.75,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-05 21:00:00,Megaflex Gen Urban,1159364720,140.25,0.0,0.0,0.0,140.25,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-05 22:00:00,Megaflex Gen Urban,1159364720,143.25,0.0,0.0,0.0,143.25,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-05 23:00:00,Megaflex Gen Urban,1159364720,144.75,0.0,0.0,0.0,144.75,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-06 00:00:00,Megaflex Gen Urban,1159364720,141.0,0.0,0.0,0.0,141.0,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-06 01:00:00,Megaflex Gen Urban,1159364720,140.75,0.0,0.0,0.0,140.75,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-06 02:00:00,Megaflex Gen Urban,1159364720,141.75,0.0,0.0,0.0,141.75,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-06 03:00:00,Megaflex Gen Urban,1159364720,142.0,0.0,0.0,0.0,142.0,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-06 04:00:00,Megaflex Gen Urban,1159364720,141.25,0.0,0.0,0.0,141.25,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-06 05:00:00,Megaflex Gen Urban,1159364720,138.25,0.0,0.0,0.0,138.25,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-06 06:00:00,Megaflex Gen Urban,1159364720,136.0,0.0,0.0,0.0,136.0,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-06 07:00:00,Megaflex Gen Urban,1159364720,170.5,0.0,0.0,0.0,170.5,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-06 08:00:00,Megaflex Gen Urban,1159364720,19.0,0.0,15396.25,41.0,19.0,15396.304591118611,9394667457,>132kV*,>900km,550,36000
2025-05-06 09:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,27437.0,0.0,0.0,27437.0,9394667457,>132kV*,>900km,550,36000
2025-05-06 10:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,30176.75,0.0,0.0,30176.75,9394667457,>132kV*,>900km,550,36000
2025-05-06 11:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,30900.0,0.0,0.0,30900.0,9394667457,>132kV*,>900km,550,36000
2025-05-06 12:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,30996.0,0.0,0.0,30996.0,9394667457,>132kV*,>900km,550,36000
2025-05-06 13:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,30498.75,0.0,0.0,30498.75,9394667457,>132kV*,>900km,550,36000
2025-05-06 14:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,29351.75,0.0,0.0,29351.75,9394667457,>132kV*,>900km,550,36000
2025-05-06 15:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,27392.0,0.0,0.0,27392.0,9394667457,>132kV*,>900km,550,36000
2025-05-06 16:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,20682.0,0.0,0.0,20682.0,9394667457,>132kV*,>900km,550,36000
2025-05-06 17:00:00,Megaflex Gen Urban,1159364720,234.25,0.0,3321.0,16.0,234.25,3321.0385423839934,9394667457,>132kV*,>900km,550,36000
2025-05-06 18:00:00,Megaflex Gen Urban,1159364720,232.5,0.0,0.0,0.0,232.5,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-06 19:00:00,Megaflex Gen Urban,1159364720,144.0,0.0,0.0,0.0,144.0,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-06 20:00:00,Megaflex Gen Urban,1159364720,140.5,0.0,0.0,0.0,140.5,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-06 21:00:00,Megaflex Gen Urban,1159364720,137.75,0.0,0.0,0.0,137.75,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-06 22:00:00,Megaflex Gen Urban,1159364720,138.5,0.0,0.0,0.0,138.5,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-06 23:00:00,Megaflex Gen Urban,1159364720,141.75,0.0,0.0,0.0,141.75,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-07 00:00:00,Megaflex Gen Urban,1159364720,142.25,0.0,0.0,0.0,142.25,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-07 01:00:00,Megaflex Gen Urban,1159364720,139.0,0.0,0.0,0.0,139.0,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-07 02:00:00,Megaflex Gen Urban,1159364720,137.5,0.0,0.0,0.0,137.5,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-07 03:00:00,Megaflex Gen Urban,1159364720,137.0,0.0,0.0,0.0,137.0,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-07 04:00:00,Megaflex Gen Urban,1159364720,139.25,0.0,0.0,0.0,139.25,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-07 05:00:00,Megaflex Gen Urban,1159364720,137.5,0.0,0.0,0.0,137.5,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-07 06:00:00,Megaflex Gen Urban,1159364720,142.25,0.0,0.0,0.0,142.25,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-07 07:00:00,Megaflex Gen Urban,1159364720,169.5,0.0,0.0,0.0,169.5,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-07 08:00:00,Megaflex Gen Urban,1159364720,29.0,0.0,9035.0,71.25,29.0,9035.280934342883,9394667457,>132kV*,>900km,550,36000
2025-05-07 09:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,11830.5,0.0,0.0,11830.5,9394667457,>132kV*,>900km,550,36000
2025-05-07 10:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,17061.5,0.0,0.0,17061.5,9394667457,>132kV*,>900km,550,36000
2025-05-07 11:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,19484.25,0.0,0.0,19484.25,9394667457,>132kV*,>900km,550,36000
2025-05-07 12:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,13420.25,9.5,0.0,13420.253362455569,9394667457,>132kV*,>900km,550,36000
2025-05-07 13:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,7277.75,34.25,0.0,7277.83059194153,9394667457,>132kV*,>900km,550,36000
2025-05-07 14:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,20355.0,0.0,0.0,20355.0,9394667457,>132kV*,>900km,550,36000
2025-05-07 15:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,26975.0,0.0,0.0,26975.0,9394667457,>132kV*,>900km,550,36000
2025-05-07 16:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,21155.5,0.0,0.0,21155.5,9394667457,>132kV*,>900km,550,36000
2025-05-07 17:00:00,Megaflex Gen Urban,1159364720,251.25,0.0,3518.25,14.25,251.25,3518.2788583340007,9394667457,>132kV*,>900km,550,36000
2025-05-07 18:00:00,Megaflex Gen Urban,1159364720,245.75,0.0,0.0,0.0,245.75,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-07 19:00:00,Megaflex Gen Urban,1159364720,136.5,0.0,0.0,0.0,136.5,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-07 20:00:00,Megaflex Gen Urban,1159364720,130.25,0.0,0.0,0.0,130.25,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-07 21:00:00,Megaflex Gen Urban,1159364720,137.0,0.0,0.0,0.0,137.0,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-07 22:00:00,Megaflex Gen Urban,1159364720,141.75,0.0,0.0,0.0,141.75,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-07 23:00:00,Megaflex Gen Urban,1159364720,138.0,0.0,0.0,0.0,138.0,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-08 00:00:00,Megaflex Gen Urban,1159364720,88.5,0.0,0.0,0.0,88.5,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-08 01:00:00,Megaflex Gen Urban,1159364720,89.25,0.0,0.0,0.0,89.25,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-08 02:00:00,Megaflex Gen Urban,1159364720,90.0,0.0,0.0,0.0,90.0,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-08 03:00:00,Megaflex Gen Urban,1159364720,93.25,0.0,0.0,0.0,93.25,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-08 04:00:00,Megaflex Gen Urban,1159364720,95.25,0.0,0.0,0.0,95.25,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-08 05:00:00,Megaflex Gen Urban,1159364720,89.5,0.0,0.0,0.0,89.5,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-08 06:00:00,Megaflex Gen Urban,1159364720,88.0,0.0,0.0,0.0,88.0,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-08 07:00:00,Megaflex Gen Urban,1159364720,99.0,0.0,0.0,0.0,99.0,0.0,9394667457,>132kV*,>900km,550,36000
2025-05-08 08:00:00,Megaflex Gen Urban,1159364720,17.25,0.0,5392.25,28.0,17.25,5392.32269643611,9394667457,>132kV*,>900km,550,36000
2025-05-08 09:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,12953.25,0.0,0.0,12953.25,9394667457,>132kV*,>900km,550,36000
2025-05-08 10:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,14919.5,0.0,0.0,14919.5,9394667457,>132kV*,>900km,550,36000
2025-05-08 11:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,15442.25,0.0,0.0,15442.25,9394667457,>132kV*,>900km,550,36000
2025-05-08 12:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,15342.25,0.0,0.0,15342.25,9394667457,>132kV*,>900km,550,36000
2025-05-08 13:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,15037.5,0.0,0.0,15037.5,9394667457,>132kV*,>900km,550,36000
2025-05-08 14:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,14674.25,0.0,0.0,14674.25,9394667457,>132kV*,>900km,550,36000
2025-05-08 15:00:00,Megaflex Gen Urban,1159364720,0.0,0.0,13607.5,0.0,0.0,13607.5,9394667457,>132kV*,>900km,550,36000
